,id,breed,classification,sex,watch_tv,iq,hours_watched
5036,789584,Greyhound,Average Working/Obedience Intelligence,Male,Yes,106,74.36254481
5037,8D9C33,Greyhound,Average Working/Obedience Intelligence,Male,No,116,0
5038,2BAEFD,Greyhound,Average Working/Obedience Intelligence,Female,No,132,0
5039,C8D243,Greyhound,Average Working/Obedience Intelligence,Male,No,124,0
5040,9A58AB,Greyhound,Average Working/Obedience Intelligence,Male,Yes,109,67.34003635
5041,A16193,Greyhound,Average Working/Obedience Intelligence,Male,Yes,91,65.95291409
5042,3AB364,Greyhound,Average Working/Obedience Intelligence,Female,Yes,115,76.0378102
5043,B23198,Greyhound,Average Working/Obedience Intelligence,Female,No,88,0
5044,62AD20,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,123,72.98594203
5045,83644C,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,128,81.31150162
5046,DE1651,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,111,68.2711866
5047,4E04C0,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,107,0
5048,E12BC3,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,99,0
5049,7.05E+69,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,106,69.12367352
5050,1CE813,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,129,0
5051,F1D731,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,151,116.536062
5052,05FB89,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,121,91.25457756
5053,0D3554,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,130,89.56255123
5054,9014D4,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,117,0
5055,B44700,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,112,69.30888597
5056,9213BA,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,126,90.05720358
5057,5D48C1,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,116,77.26562028
5058,EABC80,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,143,86.98425662
5059,0BAB3F,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,107,68.13896344
5060,51E27C,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,95,62.94835117
5061,7D53F2,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,79,0
5062,F94B69,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,112,77.06449269
5063,1D2236,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,113,0
5064,CB4EC5,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,122,0
5065,FB32A8,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,103,0
5066,99EAA6,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,117,0
5067,8FA1B5,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,133,84.34940729
5068,3628C5,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,150,100.6091399
5069,5823A4,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,106,69.74976713
5070,317C8A,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,123,76.86776255
5071,FA9490,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,88,0
5072,9B9379,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,125,81.20014982
5073,106CEF,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,129,0
5074,8.11E+31,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,110,0
5075,010B70,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,101,65.69709531
5076,2076FF,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,103,0
5077,562763,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,115,0
5078,FDAE44,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,94,63.82461033
5079,327003,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,127,81.32063739
5080,C94DC1,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,110,0
5081,AC4F97,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,123,73.06299244
5082,CFCD4C,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,73,0
5083,C70010,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,120,86.00819446
5084,E204F6,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,118,76.65809052
5085,B8C68A,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,102,65.95703032
5086,490D9D,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,118,80.62246244
5087,164D8D,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,137,90.13990731
5088,B9D992,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,129,91.96233472
5089,C37FF0,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,107,0
5090,8A8E97,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,106,0
5091,8D32BD,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,105,66.95334217
5092,C1CDD4,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,63,41.65235882
5093,EFD827,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,131,0
5094,7B916C,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,113,0
5095,7A3A65,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,104,73.75705078
5096,EE7009,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,142,0
5097,BC4306,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,108,0
5098,A05641,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,108,0
5099,4F275F,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,125,83.75654888
5100,25D487,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,111,67.32271778
5101,441A4B,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,99,0
5102,587A35,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,101,0
5103,517331,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,89,0
5104,FE131F,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,137,0
5105,D59C61,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,110,0
5106,9D92F8,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,122,0
5107,DDC545,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,120,74.20433902
5108,650403,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,110,0
5109,455923,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,162,107.7776159
5110,EE1A4B,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,112,0
5111,10C798,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,81,0
5112,C319DC,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,139,113.6204153
5113,F41D28,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,93,0
5114,D929CE,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,Yes,151,104.5848807
5115,CB7E58,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,No,91,0
5116,D194C9,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,136,0
5117,6EB852,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,98,61.79390199
5118,9CE6C0,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Male,No,99,0
5119,F0A98D,Wirehaired Pointing Griffon,Average Working/Obedience Intelligence,Female,Yes,118,77.65988397
5120,46728E,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,118,0
5121,B16910,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,109,75.11433048
5122,AA9EEC,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,103,75.48276583
5123,48C6BF,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,100,0
5124,324183,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,114,0
5125,21F4E9,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,84,0
5126,F670F7,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,101,0
5127,3C28DE,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,137,101.8307783
5128,DBCBBE,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,125,79.2328287
5129,04FB79,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,125,0
5130,9B1373,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,99,0
5131,FD5A4F,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,105,71.00805659
5132,9DD704,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,100,66.81521289
5133,A42CF7,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,66,0
5134,2AA081,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,90,0
5135,04BF65,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,95,0
5136,1CD2E1,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,115,0
5137,5A8525,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,119,0
5138,7BFD5F,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,131,0
5139,ACCB62,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,128,87.13373512
5140,6D8DFE,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,111,0
5141,0EFBC0,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,94,0
5142,315F12,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,124,0
5143,E00AF9,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,93,62.8814295
5144,85A624,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,103,0
5145,0F655A,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,110,77.46794068
5146,C62406,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,117,75.03857544
5147,02AD7A,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,137,0
5148,ED903E,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,104,0
5149,A86F88,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,100,0
5150,82CF47,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,124,75.79693401
5151,8A5EDE,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,111,79.80711234
5152,6623C5,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,119,76.21149477
5153,E4FE40,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,121,0
5154,28AC2E,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,112,70.99921234
5155,96C830,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,103,0
5156,C520D7,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,129,79.77279366
5157,2AFF35,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,114,0
5158,7B956C,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,87,68.93868849
5159,C9DB65,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,110,0
5160,6CE484,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,153,105.1120747
5161,4AB580,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,73,0
5162,F0E599,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,107,0
5163,F0FA25,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,121,0
5164,185054,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,102,0
5165,7A6DD6,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,108,71.30783833
5166,DDEBD8,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,81,52.41199444
5167,FD448C,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,123,94.96408945
5168,C83071,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,114,0
5169,DEE926,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,115,75.53870115
5170,BA4E96,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,119,0
5171,837955,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,119,0
5172,143B26,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,120,0
5173,668CEA,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,111,0
5174,904CF6,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,111,0
5175,445D06,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,101,0
5176,6901ED,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,91,0
5177,71EF24,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,100,0
5178,267890,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,143,0
5179,447D90,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,104,0
5180,8270AF,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,124,87.60518521
5181,FF1C76,West Highland White Terrier,Average Working/Obedience Intelligence,Male,Yes,90,61.17148308
5182,8043FC,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,87,0
5183,CC3F22,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,99,0
5184,B207EF,West Highland White Terrier,Average Working/Obedience Intelligence,Female,Yes,133,80.29514407
5185,A42594,West Highland White Terrier,Average Working/Obedience Intelligence,Female,No,117,0
5186,7C8E79,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,133,0
5187,EC3B0F,West Highland White Terrier,Average Working/Obedience Intelligence,Male,No,111,0
5188,932F8C,Havanese,Average Working/Obedience Intelligence,Female,No,130,0
5189,54F275,Havanese,Average Working/Obedience Intelligence,Female,Yes,109,74.52620623
5190,9EB3DC,Havanese,Average Working/Obedience Intelligence,Female,Yes,155,103.855047
5191,BD74B6,Havanese,Average Working/Obedience Intelligence,Female,No,118,0
5192,AE4046,Havanese,Average Working/Obedience Intelligence,Male,Yes,111,79.50917773
5193,0BFCFD,Havanese,Average Working/Obedience Intelligence,Male,No,115,0
5194,47B8E5,Havanese,Average Working/Obedience Intelligence,Female,No,126,0
5195,3A40FE,Havanese,Average Working/Obedience Intelligence,Male,No,114,0
5196,20569,Havanese,Average Working/Obedience Intelligence,Male,Yes,100,62.86615629
5197,C90CE9,Havanese,Average Working/Obedience Intelligence,Male,Yes,153,100.9183502
5198,AAF9DF,Havanese,Average Working/Obedience Intelligence,Female,No,104,0
5199,71BFC1,Havanese,Average Working/Obedience Intelligence,Female,Yes,98,66.7677945
5200,BCD045,Havanese,Average Working/Obedience Intelligence,Male,Yes,117,79.15091425
5201,1BA004,Havanese,Average Working/Obedience Intelligence,Male,Yes,112,78.89076503
5202,21F47F,Havanese,Average Working/Obedience Intelligence,Female,No,109,0
5203,FC412B,Havanese,Average Working/Obedience Intelligence,Male,No,122,0
5204,4618BC,Havanese,Average Working/Obedience Intelligence,Female,Yes,128,95.87395007
5205,F9F99C,Havanese,Average Working/Obedience Intelligence,Female,No,123,0
5206,7C8A81,Havanese,Average Working/Obedience Intelligence,Male,Yes,83,52.57422119
5207,173B67,Havanese,Average Working/Obedience Intelligence,Female,No,107,0
5208,A307BC,Havanese,Average Working/Obedience Intelligence,Male,No,101,0
5209,9AD5CF,Havanese,Average Working/Obedience Intelligence,Male,No,106,0
5210,6D6732,Havanese,Average Working/Obedience Intelligence,Male,Yes,107,69.45201686
5211,9EA66F,Havanese,Average Working/Obedience Intelligence,Male,Yes,113,81.13339148
5212,4.96E+05,Havanese,Average Working/Obedience Intelligence,Female,No,110,0
5213,52290F,Havanese,Average Working/Obedience Intelligence,Female,No,143,0
5214,132385,Havanese,Average Working/Obedience Intelligence,Male,No,98,0
5215,E7B35D,Havanese,Average Working/Obedience Intelligence,Female,No,114,0
5216,433820,Havanese,Average Working/Obedience Intelligence,Male,Yes,88,51.00760185
5217,B4CA25,Havanese,Average Working/Obedience Intelligence,Female,No,90,0
5218,7A3A59,Havanese,Average Working/Obedience Intelligence,Male,Yes,100,65.04415627
5219,19C770,Havanese,Average Working/Obedience Intelligence,Female,Yes,113,71.88921047
5220,FFA932,Havanese,Average Working/Obedience Intelligence,Female,No,115,0
5221,68D5A0,Havanese,Average Working/Obedience Intelligence,Female,Yes,101,72.3377579
5222,62A67B,Havanese,Average Working/Obedience Intelligence,Female,Yes,90,61.51000868
5223,8.15E+03,Havanese,Average Working/Obedience Intelligence,Female,No,91,0
5224,3D822F,Havanese,Average Working/Obedience Intelligence,Male,Yes,107,61.69725299
5225,B1AA02,Havanese,Average Working/Obedience Intelligence,Male,Yes,121,80.08711612
5226,93F0EF,Havanese,Average Working/Obedience Intelligence,Female,Yes,140,93.09481548
5227,1AF85D,Havanese,Average Working/Obedience Intelligence,Female,Yes,93,61.08461467
5228,B9C6AB,Havanese,Average Working/Obedience Intelligence,Male,No,118,0
5229,2F4035,Havanese,Average Working/Obedience Intelligence,Male,Yes,105,65.79158214
5230,65EB4A,Havanese,Average Working/Obedience Intelligence,Female,Yes,123,87.65631167
5231,F62F57,Havanese,Average Working/Obedience Intelligence,Female,No,111,0
5232,0140AE,Havanese,Average Working/Obedience Intelligence,Female,Yes,109,79.09707974
5233,02E9C4,Havanese,Average Working/Obedience Intelligence,Female,Yes,122,86.4693949
5234,449123,Havanese,Average Working/Obedience Intelligence,Female,No,115,0
5235,E4EF01,Havanese,Average Working/Obedience Intelligence,Female,Yes,140,89.39370898
5236,3A9B97,Havanese,Average Working/Obedience Intelligence,Female,No,128,0
5237,6EAAE6,Havanese,Average Working/Obedience Intelligence,Male,No,126,0
5238,C6E828,Havanese,Average Working/Obedience Intelligence,Female,No,98,0
5239,6B2839,Havanese,Average Working/Obedience Intelligence,Female,No,113,0
5240,9C7A83,Havanese,Average Working/Obedience Intelligence,Male,Yes,116,82.29875193
5241,4D097A,Havanese,Average Working/Obedience Intelligence,Male,Yes,92,69.62770997
5242,3B49C2,Havanese,Average Working/Obedience Intelligence,Male,No,107,0
5243,467D47,Havanese,Average Working/Obedience Intelligence,Male,No,113,0
5244,A58FF6,Havanese,Average Working/Obedience Intelligence,Female,No,76,0
5245,C610ED,Havanese,Average Working/Obedience Intelligence,Male,No,99,0
5246,BED5C8,Havanese,Average Working/Obedience Intelligence,Female,Yes,153,94.92339549
5247,4FAFC0,Havanese,Average Working/Obedience Intelligence,Female,No,85,0
5248,950CE9,Havanese,Average Working/Obedience Intelligence,Male,Yes,110,75.01739619
5249,A7E474,Havanese,Average Working/Obedience Intelligence,Male,No,109,0
5250,A07B0D,Havanese,Average Working/Obedience Intelligence,Male,Yes,99,75.20365233
5251,B7713A,Havanese,Average Working/Obedience Intelligence,Male,Yes,107,66.49813586
5252,D912E0,Havanese,Average Working/Obedience Intelligence,Female,Yes,119,83.64775605
5253,56DF9A,Havanese,Average Working/Obedience Intelligence,Male,No,115,0
5254,A02611,Havanese,Average Working/Obedience Intelligence,Female,No,94,0
5255,5F2C57,Havanese,Average Working/Obedience Intelligence,Female,Yes,120,90.32822327
5256,5009C0,Havanese,Average Working/Obedience Intelligence,Female,Yes,106,73.05557417
5257,823893,Havanese,Average Working/Obedience Intelligence,Female,No,125,0
5258,3DE1F3,Havanese,Average Working/Obedience Intelligence,Male,No,95,0
5259,FD2E60,Havanese,Average Working/Obedience Intelligence,Male,No,139,0
5260,B69F1D,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,88,0
5261,1.99E+09,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,128,76.48586449
5262,5E2E43,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,109,0
5263,064F7D,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,80,0
5264,74875E,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,135,0
5265,2CFC76,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,115,0
5266,3098F0,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,122,0
5267,1ADA65,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,88,0
5268,0BA686,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,123,0
5269,DE0529,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,109,72.78107674
5270,C769BF,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,134,0
5271,064C10,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,91,58.35859737
5272,FD575B,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,106,0
5273,B97959,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,136,0
5274,82BB7B,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,99,0
5275,BA0770,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,154,115.3383461
5276,76F681,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,93,0
5277,C50E9D,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,76,0
5278,FD52FE,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,89,0
5279,862F27,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,99,0
5280,791038,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,117,0
5281,686455,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,119,0
5282,51A395,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,108,68.66388274
5283,9B65C9,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,101,0
5284,D06A30,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,104,0
5285,3CE391,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,122,77.51068742
5286,32552C,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,128,0
5287,EF51FB,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,103,0
5288,E0C632,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,113,0
5289,A6A8ED,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,113,70.41158482
5290,DEEC06,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,108,75.50568465
5291,419452,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,104,0
5292,291A31,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,124,0
5293,FB13BF,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,121,0
5294,B0FF00,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,113,73.66003812
5295,9B57A2,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,136,94.36323292
5296,5D5202,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,115,73.01857419
5297,4CE299,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,120,0
5298,DCADB1,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,98,0
5299,8F0F60,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,120,0
5300,371C4B,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,69,0
5301,55ABA3,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,90,0
5302,6CAA26,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,143,0
5303,F17552,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,147,0
5304,DBBF65,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,88,64.75995423
5305,06ECA7,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,114,80.8756375
5306,7E8A9B,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,102,74.79206717
5307,448E1F,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,96,0
5308,169811,Scottish Deerhound,Average Working/Obedience Intelligence,Male,Yes,121,77.56875449
5309,C135AF,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,102,0
5310,BF9915,Scottish Deerhound,Average Working/Obedience Intelligence,Female,Yes,105,67.4053808
5311,573B79,Scottish Deerhound,Average Working/Obedience Intelligence,Male,No,91,0
5312,461E3B,Scottish Deerhound,Average Working/Obedience Intelligence,Female,No,114,0
5313,3A5BF9,Boxer,Average Working/Obedience Intelligence,Male,No,136,0
5314,929343,Boxer,Average Working/Obedience Intelligence,Female,Yes,106,69.67349115
5315,60C28C,Boxer,Average Working/Obedience Intelligence,Female,Yes,113,76.22373857
5316,B623F5,Boxer,Average Working/Obedience Intelligence,Male,No,115,0
5317,93EA42,Boxer,Average Working/Obedience Intelligence,Female,Yes,108,69.69805296
5318,3E36E3,Boxer,Average Working/Obedience Intelligence,Female,Yes,114,72.52852334
5319,FAF24B,Boxer,Average Working/Obedience Intelligence,Female,No,129,0
5320,33110B,Boxer,Average Working/Obedience Intelligence,Female,No,113,0
5321,370CC8,Boxer,Average Working/Obedience Intelligence,Male,Yes,89,61.51837172
5322,96EC03,Boxer,Average Working/Obedience Intelligence,Female,Yes,118,79.11362717
5323,3BF098,Boxer,Average Working/Obedience Intelligence,Female,No,118,0
5324,910775,Boxer,Average Working/Obedience Intelligence,Female,Yes,121,79.37763065
5325,E077B9,Boxer,Average Working/Obedience Intelligence,Male,Yes,145,93.60228465
5326,662F94,Boxer,Average Working/Obedience Intelligence,Male,No,105,0
5327,B42C7A,Boxer,Average Working/Obedience Intelligence,Male,Yes,117,80.10384167
5328,9E240A,Boxer,Average Working/Obedience Intelligence,Female,Yes,113,85.03711457
5329,F841A9,Boxer,Average Working/Obedience Intelligence,Female,No,108,0
5330,A66D7C,Boxer,Average Working/Obedience Intelligence,Male,Yes,104,67.23354697
5331,3A2B04,Boxer,Average Working/Obedience Intelligence,Male,Yes,126,88.72253173
5332,C8F141,Boxer,Average Working/Obedience Intelligence,Male,Yes,92,72.20668062
5333,01E98F,Boxer,Average Working/Obedience Intelligence,Female,Yes,136,96.06610811
5334,0A5509,Boxer,Average Working/Obedience Intelligence,Female,No,108,0
5335,9642CD,Boxer,Average Working/Obedience Intelligence,Male,Yes,136,97.67807392
5336,F54FFB,Boxer,Average Working/Obedience Intelligence,Male,Yes,130,80.27382638
5337,BAE22E,Boxer,Average Working/Obedience Intelligence,Female,No,108,0
5338,F11367,Boxer,Average Working/Obedience Intelligence,Female,No,116,0
5339,D9CAA4,Boxer,Average Working/Obedience Intelligence,Male,No,121,0
5340,0D7610,Boxer,Average Working/Obedience Intelligence,Female,No,127,0
5341,818A6F,Boxer,Average Working/Obedience Intelligence,Female,Yes,120,83.01514432
5342,1492A3,Boxer,Average Working/Obedience Intelligence,Male,No,127,0
5343,74A8B6,Boxer,Average Working/Obedience Intelligence,Male,Yes,110,65.38434538
5344,4C7A79,Boxer,Average Working/Obedience Intelligence,Female,Yes,104,75.37997271
5345,9E91F6,Boxer,Average Working/Obedience Intelligence,Male,No,106,0
5346,C3FB3D,Boxer,Average Working/Obedience Intelligence,Male,Yes,134,93.29059747
5347,7D6A55,Boxer,Average Working/Obedience Intelligence,Female,No,121,0
5348,65B848,Boxer,Average Working/Obedience Intelligence,Male,No,149,0
5349,38CC0D,Boxer,Average Working/Obedience Intelligence,Female,No,115,0
5350,B798D9,Boxer,Average Working/Obedience Intelligence,Male,No,85,0
